"","P21","rated","turns","victory_status","winner","pace_type","W1","B1","W_First5","B_First5","Rating_WB","opening_strategy","op_name"
"12269","SCANDINAVIAN DEFENSE","TRUE",45,"RESIGN","WHITE","STANDARD","e4","d5","e4_Qf3_exd5_c4_Kd1","d5_Nf6_Qxd5_Qa5_Bg4",1.12142857142857,"DEFENSE","SCANDINAVIAN DEFENSE"
"12270","SLAV DEFENSE","FALSE",60,"RESIGN","BLACK","STANDARD","d4","d5","d4_c4_Nc3_g3_Bg2","d5_c6_Nf6_dxc4_g6",0.570789865871833,"DEFENSE","SLAV DEFENSE"
"12271","QUEEN'S GAMBIT REFUSED","FALSE",47,"MATE","WHITE","STANDARD","c4","d5","c4_d4_Nf3_Nc3_Bf4","d5_Nc6_Nf6_Bg4_e6",1.75195822454308,"DEFENSE","QUEEN'S GAMBIT REFUSED"
"12272","NIMZOWITSCH DEFENSE","FALSE",69,"RESIGN","WHITE","STANDARD","e4","d5","e4_e5_d4_Nf3_h3","d5_Nc6_Nh6_g6_Bg7",1.22280243690165,"DEFENSE","NIMZOWITSCH DEFENSE"
"12273","KING'S PAWN GAME","FALSE",18,"RESIGN","BLACK","STANDARD","e4","e5","e4_c4_Nf3_g3_d3","e5_Nc6_Nf6_Bc5_Ng4",0.81779359430605,"NO_DEFENSE","KING'S PAWN GAME"
"12274","SICILIAN DEFENSE","TRUE",57,"MATE","WHITE","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_d6_cxd4_Nf6_a6",0.968668407310705,"DEFENSE","SICILIAN DEFENSE"
"12275","FRENCH DEFENSE","TRUE",34,"DRAW","DRAW","BLITZ","e4","e6","e4_d4_Nd2_c3_cxd4","e6_d5_c5_cxd4_Nc6",1.08996539792388,"DEFENSE","FRENCH DEFENSE"
"12276","GIUOCO PIANO","FALSE",45,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bc4_O-O_h3","e5_Nc6_Bc5_d6_h6",0.944055944055944,"NO_DEFENSE","GIUOCO PIANO"
"12277","KING'S INDIAN DEFENSE","TRUE",53,"OUTOFTIME","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_e4_Bg5","Nf6_g6_Bg7_d6_O-O",1.05049332559489,"DEFENSE","KING'S INDIAN DEFENSE"
"12278","RAT DEFENSE","TRUE",51,"MATE","WHITE","BLITZ","d4","d6","d4_e4_Nc3_Nf3_Be2","d6_e6_a6_h6_Nc6",1.1056338028169,"DEFENSE","RAT DEFENSE"
"12279","SICILIAN DEFENSE","TRUE",44,"MATE","BLACK","BLITZ","e4","c5","e4_e5_Nf3_exd6_c3","c5_d6_Nc6_Qxd6_Bf5",1.08933333333333,"DEFENSE","SICILIAN DEFENSE"
"12280","HORWITZ DEFENSE","FALSE",41,"RESIGN","WHITE","BLITZ","d4","e6","d4_c4_Nf3_Nc3_Bg5","e6_d6_g6_Bg7_Bf6",1,"DEFENSE","HORWITZ DEFENSE"
"12281","BENONI DEFENSE","TRUE",64,"MATE","BLACK","BLITZ","d4","Nf6","d4_Nf3_d5_Nc3_Bg5","Nf6_c5_e6_a6_h6",0.986294664708762,"DEFENSE","BENONI DEFENSE"
"12282","MODERN DEFENSE","TRUE",81,"RESIGN","WHITE","BLITZ","e4","d6","e4_d4_Nc3_f4_Nf3","d6_g6_Bg7_a6_b5",1.00246791707799,"DEFENSE","MODERN DEFENSE"
"12283","SCANDINAVIAN DEFENSE","TRUE",63,"MATE","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_d4_dxc6","d5_Nf6_a6_c6_Nxc6",1.45,"DEFENSE","SCANDINAVIAN DEFENSE"
"12284","BENONI DEFENSE","TRUE",49,"RESIGN","WHITE","STANDARD","d4","Nf6","d4_c4_Nf3_d5_cxd5","Nf6_e6_c5_exd5_d6",0.971135029354207,"DEFENSE","BENONI DEFENSE"
"12285","YUSUPOV-RUBINSTEIN SYSTEM","FALSE",138,"MATE","BLACK","STANDARD","d4","Nf6","d4_Nf3_e3_c4_exd4","Nf6_e6_c5_cxd4_d5",0.982689747003995,"NO_DEFENSE","OTHER"
"12286","SLAV DEFENSE","TRUE",91,"MATE","WHITE","STANDARD","d4","d5","d4_Nf3_e3_c4_Nc3","d5_Nf6_Bg4_c6_e6",0.995029371893357,"DEFENSE","SLAV DEFENSE"
"12287","BENONI DEFENSE","TRUE",34,"RESIGN","BLACK","BLITZ","d4","c5","d4_d5_Nc3_e4_Bc4","c5_Nf6_e5_d6_a6",0.961304347826087,"DEFENSE","BENONI DEFENSE"
"12288","BENONI DEFENSE","TRUE",93,"OUTOFTIME","WHITE","BLITZ","d4","Nf6","d4_Nf3_d5_Nc3_e4","Nf6_c5_d6_g6_Bg7",0.920302013422819,"DEFENSE","BENONI DEFENSE"
"12289","QUEEN'S GAMBIT DECLINED","TRUE",92,"RESIGN","BLACK","BLITZ","d4","d5","d4_c4_Nc3_Bg5_e3","d5_e6_Nf6_Be7_O-O",0.975286041189931,"DEFENSE","QUEEN'S GAMBIT DECLINED"
"12290","QUEEN'S GAMBIT DECLINED","TRUE",98,"RESIGN","BLACK","BLITZ","d4","d5","d4_c4_a3_Bg5_Nc3","d5_e6_Nf6_Be7_O-O",0.720238095238095,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"12291","BLUMENFELD COUNTERGAMBIT","TRUE",109,"RESIGN","WHITE","BLITZ","d4","Nf6","d4_Nf3_c4_e3_Nc3","Nf6_e6_c5_b6_cxd4",0.957634598411297,"NO_DEFENSE","OTHER"
"12292","QUEEN'S PAWN GAME","TRUE",78,"DRAW","DRAW","BLITZ","d4","d5","d4_Bf4_e3_Bd3_Nf3","d5_e6_Nf6_Bd6_h6",1.04753114905399,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12293","SICILIAN DEFENSE","TRUE",80,"OUTOFTIME","BLACK","BLITZ","e4","c5","e4_Nf3_Bb5+_Bxd7+_O-O","c5_d6_Bd7_Nxd7_Ngf6",1.06366171003717,"DEFENSE","SICILIAN DEFENSE"
"12294","EAST INDIAN DEFENSE","TRUE",77,"OUTOFTIME","WHITE","BLITZ","d4","Nf6","d4_Nf3_e3_c4_Bd3","Nf6_g6_Bg7_O-O_d6",1.0180608365019,"DEFENSE","OTHER"
"12295","BIRD OPENING","TRUE",166,"OUTOFTIME","BLACK","STANDARD","f4","d5","f4_d4_e3_Nf3_Bd3","d5_Nf6_e6_Be7_c5",0.940515222482436,"NO_DEFENSE","BIRD OPENING"
"12296","QUEEN'S INDIAN DEFENSE","TRUE",47,"RESIGN","WHITE","STANDARD","d4","Nf6","d4_c4_Nf3_e3_Nc3","Nf6_e6_b6_Bb7_Bb4",1.02606177606178,"DEFENSE","OTHER"
"12297","QUEEN'S PAWN GAME","TRUE",71,"RESIGN","BLACK","BULLET","d4","d5","d4_Nf3_e3_Bd3_Nh4","d5_Nf6_Bf5_Bg6_e6",0.984331797235023,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12298","SICILIAN DEFENSE","TRUE",60,"RESIGN","BLACK","BLITZ","e4","c5","e4_Nf3_Bc4_O-O_Nc3","c5_d6_Nc6_Nf6_e6",0.916431924882629,"DEFENSE","SICILIAN DEFENSE"
"12299","SLAV DEFENSE","TRUE",55,"MATE","WHITE","BLITZ","d4","c6","d4_Nf3_c4_Bg5_e3","c6_d5_Nf6_e6_Be7",1.05035192203573,"DEFENSE","SLAV DEFENSE"
"12300","ENGLUND GAMBIT COMPLEX","TRUE",27,"RESIGN","WHITE","BLITZ","d4","e5","d4_dxe5_Nf3_Bf4_Nbd2","e5_Nc6_Qe7_Qb4+_Qxf4",1.12050984936269,"NO_DEFENSE","OTHER"
"12301","ITALIAN GAME","TRUE",96,"MATE","BLACK","BLITZ","e4","e5","e4_Nf3_Bc4_b4_c3","e5_Nc6_Bc5_Bxb4_Ba5",1.03908285565399,"DEFENSE","ITALIAN GAME"
"12302","KING'S INDIAN DEFENSE","TRUE",81,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_e3","Nf6_g6_Bg7_d6_O-O",1.02817650186071,"DEFENSE","KING'S INDIAN DEFENSE"
"12303","QUEEN'S GAMBIT DECLINED","TRUE",90,"RESIGN","BLACK","BLITZ","d4","d5","d4_c4_Nc3_Bg5_e3","d5_e6_Nf6_Be7_O-O",0.926272066458982,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"12304","QUEEN'S GAMBIT DECLINED","TRUE",54,"RESIGN","BLACK","BLITZ","d4","d5","d4_c4_Nf3_Bg5_g3","d5_e6_Nf6_Be7_O-O",0.962402088772846,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"12305","QUEEN'S GAMBIT DECLINED","TRUE",105,"RESIGN","WHITE","BLITZ","d4","d5","d4_c4_Nc3_Bg5_Nf3","d5_e6_Nf6_Be7_c6",1.06361607142857,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"12306","QUEEN'S PAWN","TRUE",83,"RESIGN","WHITE","BLITZ","d4","a5","d4_e4_Nf3_c4_Nc3","a5_g6_h6_Bg7_c6",1.10406976744186,"NO_DEFENSE","QUEEN'S PAWN"
"12307","QUEEN'S PAWN GAME","TRUE",76,"MATE","BLACK","BLITZ","d4","d5","d4_Nc3_Nf3_Bg5_e3","d5_e6_Nf6_Be7_O-O",0.703371970495258,"DEFENSE","QUEEN'S PAWN GAME"
"12308","SLAV DEFENSE","TRUE",89,"MATE","WHITE","BLITZ","d4","d5","d4_c4_Nf3_e3_b3","d5_c6_e6_Nf6_Nbd7",1.14796846573681,"DEFENSE","SLAV DEFENSE"
"12309","TORRE ATTACK","TRUE",35,"RESIGN","WHITE","BLITZ","d4","Nf6","d4_Nf3_Nxe5_Nf3_e3","Nf6_e5_d6_Bg4_Nc6",1.13333333333333,"NO_DEFENSE","OTHER"
"12310","QUEEN'S PAWN GAME","TRUE",80,"MATE","BLACK","BLITZ","d4","d5","d4_g3_Bg2_Nf3_O-O","d5_e6_Nf6_Be7_O-O",0.939829605963791,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12311","QUEEN'S GAMBIT DECLINED","TRUE",84,"RESIGN","BLACK","BLITZ","d4","d5","d4_c4_Nc3_Bg5_e3","d5_e6_Nf6_Be7_O-O",0.917112299465241,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"12312","QUEEN'S PAWN","TRUE",37,"RESIGN","WHITE","BLITZ","d4","a6","d4_e4_f4_Nf3_c3","a6_h6_e6_Bb4+_Ba5",1.22682445759369,"NO_DEFENSE","QUEEN'S PAWN"
"12313","RUY LOPEZ","TRUE",100,"MATE","BLACK","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_Nc3","e5_Nc6_a6_Nf6_b5",0.88494623655914,"DEFENSE","RUY LOPEZ"
"12314","QUEEN'S PAWN GAME","TRUE",68,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_c4_e3_a4","d5_Bf5_dxc4_b5_c6",1.10134739308729,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12315","QUEEN'S GAMBIT DECLINED","TRUE",25,"RESIGN","WHITE","BLITZ","d4","d5","d4_Nf3_c4_Bg5_e3","d5_Nf6_e6_c6_Nbd7",0.847488584474886,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"12316","RUY LOPEZ","TRUE",70,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_d3","e5_Nc6_a6_Nf6_b5",0.841792656587473,"DEFENSE","RUY LOPEZ"
"12317","NIMZO-INDIAN DEFENSE","TRUE",153,"OUTOFTIME","DRAW","BLITZ","d4","Nf6","d4_c4_Nc3_Qc2_Bg5","Nf6_e6_Bb4_O-O_h6",0.963522668056279,"DEFENSE","NIMZO-INDIAN DEFENSE"
"12318","MIESES OPENING","TRUE",1,"RESIGN","BLACK","BLITZ","d3","","d3____","____",1.00967741935484,"NO_DEFENSE","MIESES OPENING"
"12319","ITALIAN GAME","TRUE",85,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_d4_Bc4_O-O","e5_Nc6_exd4_Nf6_Bc5",1.03439153439153,"NO_DEFENSE","ITALIAN GAME"
"12320","QUEEN'S GAMBIT DECLINED","TRUE",81,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_c4_Bg5_e3","d5_Nf6_e6_Be7_O-O",0.974385245901639,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"12321","ITALIAN GAME","TRUE",62,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bc4_Nc3_d3","e5_Nc6_Bc5_Nf6_d6",0.931637519872814,"NO_DEFENSE","ITALIAN GAME"
"12322","QUEEN'S GAMBIT ACCEPTED","TRUE",35,"MATE","WHITE","BLITZ","d4","e6","d4_Nf3_c4_e3_Bxc4","e6_d5_dxc4_Bd7_Ba4",1.40223048327138,"NO_DEFENSE","QUEEN'S GAMBIT ACCEPTED"
"12323","QUEEN'S PAWN GAME","TRUE",124,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_Bf4_e3_c3","d5_Nf6_c5_Nc6_e6",0.991452991452991,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12324","SEMI-SLAV DEFENSE","TRUE",61,"MATE","WHITE","BLITZ","d4","d5","d4_c4_Nc3_Nf3_g3","d5_e6_Nf6_c6_dxc4",1.07853403141361,"DEFENSE","SEMI-SLAV DEFENSE"
"12325","SEMI-SLAV DEFENSE","TRUE",72,"RESIGN","BLACK","BLITZ","d4","d5","d4_c4_Nc3_Nf3_Bf4","d5_e6_Nf6_c6_Nbd7",1.02060793405461,"DEFENSE","SEMI-SLAV DEFENSE"
"12326","QUEEN'S GAMBIT DECLINED","TRUE",41,"RESIGN","WHITE","BLITZ","d4","e6","d4_Nf3_c4_Bg5_e3","e6_d5_Nf6_Be7_c5",1.00997375328084,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"12327","PIRC DEFENSE","TRUE",57,"MATE","WHITE","BLITZ","d4","d6","d4_e4_c4_Nc3_Be2","d6_c6_e6_Be7_Nd7",0.972750642673522,"DEFENSE","PIRC DEFENSE"
"12328","KING'S GAMBIT DECLINED","TRUE",37,"RESIGN","WHITE","BLITZ","e4","e5","e4_f4_g3_Nf3_d4","e5_Qh4+_Qd8_exf4_fxg3",0.94413407821229,"DEFENSE","OTHER"
"12329","BIRD OPENING","TRUE",17,"RESIGN","BLACK","BLITZ","f4","f5","f4_Nf3_e3_d3_Nbd2","f5_Nf6_d5_e6_Bd6",0.96971177332682,"NO_DEFENSE","BIRD OPENING"
"12330","CARO-KANN DEFENSE","TRUE",6,"RESIGN","WHITE","BLITZ","e4","c6","e4_Nc3_Nf3__","c6_d5_c5__",0.975597609561753,"DEFENSE","CARO-KANN DEFENSE"
"12331","ALEKHINE DEFENSE","TRUE",2,"RESIGN","BLACK","BLITZ","e4","Nf6","e4____","Nf6____",1.00197530864198,"DEFENSE","ALEKHINE DEFENSE"
"12332","SCANDINAVIAN DEFENSE","TRUE",7,"RESIGN","BLACK","BLITZ","e4","d5","e4_exd5_Bc4_d6_","d5_Nf6_Bf5__",1.05809768637532,"DEFENSE","SCANDINAVIAN DEFENSE"
"12333","KING'S INDIAN DEFENSE","TRUE",67,"RESIGN","WHITE","BLITZ","d4","Nf6","d4_Nf3_g3_Bg2_O-O","Nf6_d6_g6_Bg7_O-O",1.08012486992716,"DEFENSE","KING'S INDIAN DEFENSE"
"12334","QUEEN'S GAMBIT DECLINED","TRUE",71,"DRAW","DRAW","BLITZ","d4","Nf6","d4_Nf3_c4_Bg5_Nc3","Nf6_d5_e6_Bb4+_O-O",1.02362204724409,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"12335","KING'S GAMBIT","TRUE",138,"DRAW","DRAW","BLITZ","e4","e5","e4_f4_Nf3_Bc4_O-O","e5_d6_Nc6_Be7_Nf6",0.930143540669856,"NO_DEFENSE","OTHER"
"12336","DUTCH DEFENSE","TRUE",86,"RESIGN","BLACK","BLITZ","c4","f5","c4_Nc3_g3_Bg2_Nf3","f5_Nf6_g6_Bg7_d6",1.00946547884187,"DEFENSE","DUTCH DEFENSE"
"12337","SICILIAN DEFENSE","TRUE",56,"RESIGN","BLACK","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_Nc6_cxd4_d6_Nf6",1.05232558139535,"DEFENSE","SICILIAN DEFENSE"
"12338","RUY LOPEZ","TRUE",125,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_c3_d4","e5_Nc6_Bc5_d6_exd4",0.979302832244009,"NO_DEFENSE","RUY LOPEZ"
"12339","SICILIAN DEFENSE","TRUE",55,"RESIGN","WHITE","BLITZ","e4","c5","e4_Nf3_Bb5_d3_Be3","c5_Nc6_Qc7_g6_d6",0.980338612779902,"DEFENSE","SICILIAN DEFENSE"
"12340","OWEN DEFENSE","TRUE",112,"RESIGN","BLACK","BLITZ","e4","b6","e4_d4_Nc3_Nf3_Bd3","b6_Bb7_d6_Nf6_g6",1.04626951995373,"DEFENSE","OWEN DEFENSE"
"12341","FRENCH DEFENSE","TRUE",64,"RESIGN","BLACK","BLITZ","e4","e6","e4_Nf3_e5_d3_c3","e6_d5_d4_c5_Nc6",0.928425357873211,"DEFENSE","FRENCH DEFENSE"
"12342","ALEKHINE DEFENSE","TRUE",55,"RESIGN","WHITE","BLITZ","e4","Nf6","e4_e5_c4_d4_f4","Nf6_Nd5_Nb6_d6_Bf5",0.980424143556281,"DEFENSE","ALEKHINE DEFENSE"
"12343","SICILIAN DEFENSE","TRUE",175,"OUTOFTIME","WHITE","BLITZ","e4","c5","e4_d4_Qxd4_Qd1_Bd3","c5_cxd4_Nc6_Nf6_d6",0.973017621145374,"DEFENSE","SICILIAN DEFENSE"
"12344","DUTCH DEFENSE","TRUE",56,"RESIGN","BLACK","BLITZ","d4","f5","d4_c4_Nc3_Bg5_h3","f5_Nf6_g6_Bg7_d6",0.973975636766334,"DEFENSE","DUTCH DEFENSE"
"12345","SICILIAN DEFENSE","TRUE",37,"MATE","WHITE","BLITZ","e4","c5","e4_Nf3_Bc4_d3_a3","c5_d6_Nf6_Nc6_g6",0.837349397590361,"DEFENSE","SICILIAN DEFENSE"
"12346","RUY LOPEZ","TRUE",156,"DRAW","DRAW","STANDARD","e4","e5","e4_Nf3_Bb5_Ba4_d3","e5_Nc6_a6_Nf6_b5",0.878319652341864,"DEFENSE","RUY LOPEZ"
"12347","RUY LOPEZ","TRUE",81,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_d3_dxe4","e5_Nc6_f5_fxe4_Nf6",1.0055617352614,"DEFENSE","RUY LOPEZ"
"12348","SICILIAN DEFENSE","TRUE",67,"RESIGN","WHITE","BLITZ","e4","c5","e4_c4_Nc3_d3_Nf3","c5_d6_Nf6_g6_Bg7",1,"DEFENSE","SICILIAN DEFENSE"
"12349","RUY LOPEZ","TRUE",86,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bb5_d4_c3","e5_Nc6_d6_Bd7_h6",1.01383508577753,"DEFENSE","RUY LOPEZ"
"12350","DUTCH DEFENSE","TRUE",70,"MATE","BLACK","BLITZ","d4","f5","d4_Bg5_Bh4_Bg3_e3","f5_h6_g5_f4_Nf6",1.03243540406817,"DEFENSE","DUTCH DEFENSE"
"12351","SICILIAN DEFENSE","FALSE",106,"MATE","BLACK","STANDARD","e4","c5","e4_Bc4_c3_Bb5+_Bxd7+","c5_d6_Nf6_Bd7_Qxd7",0.913139087410665,"DEFENSE","SICILIAN DEFENSE"
"12352","SICILIAN DEFENSE","TRUE",56,"MATE","BLACK","BLITZ","e4","c5","e4_Nf3_c3_d4_cxd4","c5_d6_Nf6_cxd4_Nxe4",0.940883977900552,"DEFENSE","SICILIAN DEFENSE"
"12353","NIMZOWITSCH DEFENSE","TRUE",39,"MATE","WHITE","STANDARD","e4","e6","e4_Nf3_d4_e5_Be2","e6_Nc6_d5_Bd7_Qe7",1.52787162162162,"DEFENSE","NIMZOWITSCH DEFENSE"
"12354","CARO-KANN DEFENSE","TRUE",100,"MATE","BLACK","BLITZ","e4","c6","e4_d4_Nd2_e5_Ngf3","c6_d5_Nf6_Nfd7_Nb6",1.03227633069083,"DEFENSE","CARO-KANN DEFENSE"
"12355","RUY LOPEZ","TRUE",117,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_d4_O-O","e5_Nc6_f6_exd4_Bc5",1.07843137254902,"NO_DEFENSE","RUY LOPEZ"
"12356","ALEKHINE DEFENSE","TRUE",63,"RESIGN","WHITE","BLITZ","e4","Nf6","e4_e5_c4_d4_f4","Nf6_Nd5_Nb6_d6_dxe5",0.887845849802372,"DEFENSE","ALEKHINE DEFENSE"
"12357","SICILIAN DEFENSE","TRUE",86,"OUTOFTIME","BLACK","BLITZ","e4","c5","e4_Bc4_d3_Nc3_a3","c5_d6_Nf6_Nc6_a6",1.06172839506173,"DEFENSE","SICILIAN DEFENSE"
"12358","DUTCH DEFENSE","TRUE",80,"MATE","BLACK","BLITZ","d4","f5","d4_c4_Nc3_Bg5_Nf3","f5_Nf6_g6_Bg7_d6",1.00452232899943,"DEFENSE","DUTCH DEFENSE"
"12359","SICILIAN DEFENSE","TRUE",69,"RESIGN","WHITE","STANDARD","e4","c5","e4_Nf3_Bb5_Nc3_a4","c5_Nc6_Qb6_e5_Nf6",1.30309734513274,"DEFENSE","SICILIAN DEFENSE"
"12360","KADAS OPENING","FALSE",71,"MATE","WHITE","STANDARD","h4","e5","h4_h5_Nc3_Nd5_e4","e5_h6_Qf6_Qc6_Nf6",1.44127243066884,"NO_DEFENSE","OTHER"
"12361","SICILIAN DEFENSE","FALSE",81,"RESIGN","WHITE","STANDARD","e4","c5","e4_Nf3_Bb5+_Bxd7+_O-O","c5_d6_Bd7_Qxd7_Nc6",0.693831352574986,"DEFENSE","SICILIAN DEFENSE"
"12362","SICILIAN DEFENSE","TRUE",113,"RESIGN","WHITE","STANDARD","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_d6_cxd4_Nf6_a6",1.12372881355932,"DEFENSE","SICILIAN DEFENSE"
"12363","SICILIAN DEFENSE","TRUE",134,"OUTOFTIME","BLACK","STANDARD","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_e6_cxd4_a6_Qc7",0.895161290322581,"DEFENSE","SICILIAN DEFENSE"
"12364","SICILIAN DEFENSE","TRUE",103,"RESIGN","WHITE","BLITZ","e4","c5","e4_Bc4_Nf3_e5_Nxe5","c5_d6_Nf6_dxe5_Qd4",1.08193041526375,"DEFENSE","SICILIAN DEFENSE"
"12365","RUSSIAN GAME","TRUE",53,"RESIGN","WHITE","BULLET","e4","e5","e4_Nf3_Nc3_Nxe5_bxc3","e5_Nf6_Bb4_Bxc3_Qe7",0.981697171381032,"NO_DEFENSE","RUSSIAN GAME"
"12366","DUTCH DEFENSE","TRUE",47,"RESIGN","WHITE","STANDARD","d4","f5","d4_c4_Nc3_Bg5_e3","f5_Nf6_g6_Bg7_d6",1.04103428892636,"DEFENSE","DUTCH DEFENSE"
"12367","SICILIAN DEFENSE","TRUE",54,"RESIGN","BLACK","STANDARD","e4","c5","e4_Nf3_Bb5_Bxc6+_d3","c5_Nc6_d6_bxc6_Nf6",0.971226927252986,"DEFENSE","SICILIAN DEFENSE"
"12368","DUTCH DEFENSE","TRUE",24,"RESIGN","BLACK","BLITZ","d4","f5","d4_Nf3_Bf4_e3_h3","f5_Nf6_g6_Bg7_d6",1.10718294051627,"DEFENSE","DUTCH DEFENSE"
"12369","CARO-KANN DEFENSE","TRUE",33,"MATE","WHITE","BLITZ","e4","c6","e4_d4_Nc3_e5_Nf3","c6_d5_Nf6_Nfd7_e6",0.9424,"DEFENSE","CARO-KANN DEFENSE"
"12370","PHILIDOR DEFENSE","TRUE",67,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_d4_Nxd4_Nc3","e5_d6_exd4_Nf6_Bd7",0.987064116985377,"DEFENSE","PHILIDOR DEFENSE"
"12371","FRENCH DEFENSE","TRUE",53,"RESIGN","WHITE","STANDARD","e4","e6","e4_d4_Nc3_Bd3_a3","e6_d5_Bb4_c5_cxd4",0.909471480900052,"DEFENSE","FRENCH DEFENSE"
"12372","SICILIAN DEFENSE","TRUE",54,"RESIGN","BLACK","BLITZ","e4","c5","e4_Nf3_Bc4_d3_Ng5","c5_d6_Nf6_Nc6_e6",1.05800464037123,"DEFENSE","SICILIAN DEFENSE"
"12373","DUTCH DEFENSE","TRUE",49,"RESIGN","BLACK","BLITZ","d4","f5","d4_c4_Nc3_Nf3_Bg5","f5_Nf6_g6_Bg7_O-O",1.06026916325336,"DEFENSE","DUTCH DEFENSE"
"12374","RUY LOPEZ","TRUE",30,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_c3","e5_Nc6_a6_Bc5_Nf6",0.909331919406151,"DEFENSE","RUY LOPEZ"
"12375","SICILIAN DEFENSE","TRUE",41,"RESIGN","WHITE","STANDARD","e4","c5","e4_Bc4_Nf3_d3_Ng5","c5_d6_Nf6_g6_e6",0.854094579008074,"DEFENSE","SICILIAN DEFENSE"
"12376","SICILIAN DEFENSE","TRUE",62,"MATE","BLACK","STANDARD","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_d6_cxd4_Nf6_a6",1.01685066821615,"DEFENSE","SICILIAN DEFENSE"
"12377","DUTCH DEFENSE","TRUE",118,"RESIGN","BLACK","BLITZ","d4","f5","d4_c4_Nf3_Bf4_e3","f5_Nf6_g6_Bg7_d6",1.08035190615836,"DEFENSE","DUTCH DEFENSE"
"12378","PHILIDOR DEFENSE","TRUE",66,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_d4_Nxd4_Nc3","e5_d6_exd4_Nf6_Be7",0.848138957816377,"DEFENSE","PHILIDOR DEFENSE"
"12379","ENGLISH OPENING","FALSE",10,"RESIGN","WHITE","STANDARD","Nf3","Nf6","Nf3_c4_Nc3_g3_Bg2","Nf6_d6_g6_Bg7_O-O",1.32792207792208,"DEFENSE","ENGLISH OPENING"
"12380","NIMZO-INDIAN DEFENSE","FALSE",43,"OUTOFTIME","WHITE","BLITZ","d4","Nf6","d4_c4_Nf3_Nc3_Bg5","Nf6_e6_b6_Bb4_h6",0.813380281690141,"DEFENSE","NIMZO-INDIAN DEFENSE"
"12381","RUSSIAN GAME","FALSE",61,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Nc3_a3_Bc4","e5_Nf6_c6_a5_h6",1.013671875,"NO_DEFENSE","RUSSIAN GAME"
"12382","ALEKHINE DEFENSE","FALSE",85,"OUTOFTIME","WHITE","BLITZ","e4","Nf6","e4_e5_f3_f4_d3","Nf6_Ne4_Ng5_Ne4_Nc5",1.024,"DEFENSE","ALEKHINE DEFENSE"
"12383","QUEEN'S GAMBIT ACCEPTED","FALSE",45,"MATE","WHITE","BLITZ","d4","d5","d4_c4_e3_Bxc4_Nf3","d5_dxc4_Nc6_Nf6_e6",0.96484375,"NO_DEFENSE","QUEEN'S GAMBIT ACCEPTED"
"12384","CENTER GAME","FALSE",23,"MATE","WHITE","BLITZ","e4","e5","e4_d4_Qxd4_Qc4_Nf3","e5_exd4_Nc6_Nf6_Bd6",0.9765625,"NO_DEFENSE","CENTER GAME"
"12385","ITALIAN GAME","FALSE",36,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bc4_c3_a4","e5_Nc6_Bc5_a6_Nf6",1.03783783783784,"NO_DEFENSE","ITALIAN GAME"
