"X","op_name","rated","turns","victory_status","winner","pace_type","W1","B1","W_First5","B_First5","Rating_WB","opening_strategy","WOE_Opening_Name","rating_bins","ID_unit","Prob","Stratum"
12641,"RUY LOPEZ",TRUE,136,"OUTOFTIME","BLACK","STANDARD","e4","e5","e4_Nf3_Bb5_O-O_Bxc6","e5_Nc6_Nf6_Bc5_dxc6",0.965133906013138,"DEFENSE",0.131002946271164,"Equal",12641,0.75,3
12642,"RUY LOPEZ",TRUE,93,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_O-O_Nc3","e5_Nc6_Bc5_Nge7_d6",1.04032258064516,"NO_DEFENSE",0.131002946271164,"Equal",12642,0.75,3
12645,"RUY LOPEZ",TRUE,54,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_Bb5_Ba4_c3","e5_Nc6_a6_d6_Nf6",1.04522890237176,"DEFENSE",0.131002946271164,"Equal",12645,0.75,3
12646,"RUY LOPEZ",TRUE,11,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_d4_Ba4","e5_Nc6_Nf6_a6_d6",0.940919037199125,"DEFENSE",0.131002946271164,"Equal",12646,0.75,3
12647,"RUY LOPEZ",TRUE,44,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_O-O","e5_Nc6_a6_Bc5_b5",0.999458288190683,"DEFENSE",0.131002946271164,"Equal",12647,0.75,3
12649,"RUY LOPEZ",TRUE,70,"OUTOFTIME","BLACK","BLITZ","e4","e5","e4_Nf3_Bb5_Nxd4_d3","e5_Nc6_Nd4_exd4_a6",0.907990314769976,"NO_DEFENSE",0.131002946271164,"Equal",12649,0.75,3
12650,"RUY LOPEZ",FALSE,157,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Bb5_Bxc6_O-O","e5_Nc6_a6_dxc6_Bg4",1.0818128310771,"NO_DEFENSE",0.131002946271164,"Equal",12650,0.75,3
12651,"RUY LOPEZ",FALSE,49,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Bb5_Bxc6+_c3","e5_Nc6_d6_bxc6_Bg4",0.999314599040439,"DEFENSE",0.131002946271164,"Equal",12651,0.75,3
12652,"RUY LOPEZ",TRUE,47,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Bb5_Ba4_Bb3","e5_Nc6_a6_b5_Nd4",0.988227146814404,"DEFENSE",0.131002946271164,"Equal",12652,0.75,3
12655,"RUY LOPEZ",TRUE,43,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_O-O_c3","e5_Nc6_Nge7_g6_Bh6",1.01424694708277,"DEFENSE",0.131002946271164,"Equal",12655,0.75,3
12659,"RUY LOPEZ",TRUE,29,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_d4_Nxd4","e5_Nc6_d6_exd4_Bd7",0.950173010380623,"DEFENSE",0.131002946271164,"Equal",12659,0.75,3
12662,"RUY LOPEZ",TRUE,75,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_O-O_Bxc6","e5_Nc6_Nge7_a6_Nxc6",1.00287686996548,"DEFENSE",0.131002946271164,"Equal",12662,0.75,3
12664,"RUY LOPEZ",TRUE,72,"OUTOFTIME","BLACK","BLITZ","e4","e5","e4_Nf3_Bb5_O-O_d4","e5_Nc6_Nge7_Ng6_exd4",1.00293542074364,"DEFENSE",0.131002946271164,"Equal",12664,0.75,3
12665,"RUY LOPEZ",FALSE,24,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bb5_Bxc6_b3","e5_Nc6_a6_dxc6_Bd6",0.934620174346202,"NO_DEFENSE",0.131002946271164,"Equal",12665,0.75,3
12667,"RUY LOPEZ",TRUE,46,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_O-O","e5_Nc6_a6_Bc5_d6",0.919759277833501,"DEFENSE",0.131002946271164,"Equal",12667,0.75,3
12668,"RUY LOPEZ",TRUE,58,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bb5_d4_Nxd4","e5_Nc6_d6_exd4_Bd7",0.971315092674316,"DEFENSE",0.131002946271164,"Equal",12668,0.75,3
12673,"RUY LOPEZ",TRUE,79,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_d3_Bxc6","e5_Nc6_Nf6_Bc5_dxc6",0.91733181299886,"DEFENSE",0.131002946271164,"Equal",12673,0.75,3
12674,"RUY LOPEZ",TRUE,23,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_O-O","e5_Nc6_a6_d6_Bd7",1.02189781021898,"DEFENSE",0.131002946271164,"Equal",12674,0.75,3
12680,"RUY LOPEZ",TRUE,92,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_Bb3","e5_Nc6_a6_b5_Nf6",0.921615201900237,"DEFENSE",0.131002946271164,"Equal",12680,0.75,3
12681,"RUY LOPEZ",TRUE,98,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_d3","e5_Nc6_a6_Nf6_b5",0.980625275209159,"DEFENSE",0.131002946271164,"Equal",12681,0.75,3
12683,"RUY LOPEZ",TRUE,142,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_Bb5_Ba4_O-O","e5_Nc6_a6_Nf6_b5",1.07627666451196,"NO_DEFENSE",0.131002946271164,"Equal",12683,0.75,3
12684,"RUY LOPEZ",TRUE,143,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_O-O","e5_Nc6_a6_Bc5_Nf6",1.03021148036254,"DEFENSE",0.131002946271164,"Equal",12684,0.75,3
12690,"RUY LOPEZ",TRUE,56,"RESIGN","WHITE","STANDARD","e4","e5","e4_Nf3_Bb5_c3_d3","e5_Nc6_Bc5_Nf6_h6",1.00301023479831,"NO_DEFENSE",0.131002946271164,"Equal",12690,0.75,3
12692,"RUY LOPEZ",TRUE,36,"MATE","BLACK","BLITZ","e4","e5","e4_Nf3_Bb5_c3_d4","e5_Nc6_f6_Bc5_exd4",1.02076573653472,"NO_DEFENSE",0.131002946271164,"Equal",12692,0.75,3
12694,"RUY LOPEZ",TRUE,48,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_Bb5_Ba4_Bb3","e5_Nc6_a6_b5_h6",1.00646412411118,"DEFENSE",0.131002946271164,"Equal",12694,0.75,3
12695,"SCANDINAVIAN DEFENSE",FALSE,20,"RESIGN","BLACK","BLITZ","e4","d5","e4_Qh5_Bc4_Nc3_Qb5+","d5_dxe4_e6_Nf6_c6",0.940438871473354,"DEFENSE",-0.0398310274840962,"Equal",12695,0.75,3
12696,"SCANDINAVIAN DEFENSE",TRUE,80,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_Bb5_Bc4","d5_Qxd5_Qd7_c6_e6",0.963493199713672,"DEFENSE",-0.0398310274840962,"Equal",12696,0.75,3
12697,"SCANDINAVIAN DEFENSE",FALSE,39,"RESIGN","BLACK","BLITZ","e4","d5","e4_d3_exd5_c4_Bd2","d5_e6_Qxd5_Qa5+_Qe5+",0.988111888111888,"DEFENSE",-0.0398310274840962,"Equal",12697,0.75,3
12699,"SCANDINAVIAN DEFENSE",TRUE,72,"RESIGN","BLACK","BLITZ","e4","d5","e4_e5_d4_h3_Nc3","d5_h5_h4_c6_Bf5",0.919560185185185,"DEFENSE",-0.0398310274840962,"Equal",12699,0.75,3
12700,"SCANDINAVIAN DEFENSE",TRUE,21,"RESIGN","WHITE","STANDARD","e4","d5","e4_exd5_Nc3_Nf3_h3","d5_Qxd5_Qd8_Bg4_Bxf3",0.964094319399786,"DEFENSE",-0.0398310274840962,"Equal",12700,0.75,3
12702,"SCANDINAVIAN DEFENSE",FALSE,91,"MATE","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_Be2_h3","d5_Qxd5_Qe5+_Qd6_Nf6",1.028,"DEFENSE",-0.0398310274840962,"Equal",12702,0.75,3
12703,"SCANDINAVIAN DEFENSE",TRUE,20,"RESIGN","BLACK","BLITZ","e4","d5","e4_exd5_d4_Qd3_f3","d5_Nf6_Bg4_Qxd5_Bf5",0.910856573705179,"DEFENSE",-0.0398310274840962,"Equal",12703,0.75,3
12704,"SCANDINAVIAN DEFENSE",TRUE,44,"RESIGN","BLACK","BLITZ","e4","d5","e4_f3_Bb5+_Ba4_Qe2","d5_Nf6_c6_dxe4_exf3",1.06837606837607,"DEFENSE",-0.0398310274840962,"Equal",12704,0.75,3
12705,"SCANDINAVIAN DEFENSE",TRUE,123,"MATE","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_Nge2_d4","d5_Qxd5_Qe5+_e6_Qf6",1.04567143830948,"DEFENSE",-0.0398310274840962,"Equal",12705,0.75,3
12706,"SCANDINAVIAN DEFENSE",TRUE,137,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nf3_dxe6_Nc3","d5_Nf6_e6_Bxe6_Bd6",0.908127208480565,"DEFENSE",-0.0398310274840962,"Equal",12706,0.75,3
12709,"SCANDINAVIAN DEFENSE",TRUE,60,"RESIGN","BLACK","STANDARD","e4","d5","e4_e5_Nf3_c3_Bb5+","d5_c5_Bg4_e6_Nc6",1.00949152542373,"DEFENSE",-0.0398310274840962,"Equal",12709,0.75,3
12710,"SCANDINAVIAN DEFENSE",TRUE,81,"MATE","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_Nge2_d4","d5_Qxd5_Qe6+_Nh6_Ng4",1.07903780068729,"DEFENSE",-0.0398310274840962,"Equal",12710,0.75,3
12711,"SCANDINAVIAN DEFENSE",TRUE,87,"MATE","WHITE","BLITZ","e4","d5","e4_e5_Nf3_Bc4_O-O","d5_d4_g6_Bg7_f6",1.08087091757387,"DEFENSE",-0.0398310274840962,"Equal",12711,0.75,3
12713,"SCANDINAVIAN DEFENSE",TRUE,99,"RESIGN","WHITE","STANDARD","e4","d5","e4_exd5_Nc3_d4_Nf3","d5_Qxd5_Qd8_a6_Bg4",1.00381922342457,"DEFENSE",-0.0398310274840962,"Equal",12713,0.75,3
12714,"SCANDINAVIAN DEFENSE",TRUE,51,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_d4_Nf3","d5_Qxd5_Qd6_Nf6_Bg4",0.965485921889192,"DEFENSE",-0.0398310274840962,"Equal",12714,0.75,3
12716,"SCANDINAVIAN DEFENSE",TRUE,89,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_h3_Qf3","d5_Qxd5_Qa5_Bf5_c6",1.00992366412214,"DEFENSE",-0.0398310274840962,"Equal",12716,0.75,3
12719,"SCANDINAVIAN DEFENSE",TRUE,59,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_d3_Bd2","d5_Qxd5_Qa5_Nf6_c6",1.0314039408867,"DEFENSE",-0.0398310274840962,"Equal",12719,0.75,3
12720,"SCANDINAVIAN DEFENSE",TRUE,70,"RESIGN","BLACK","BLITZ","e4","d5","e4_exd5_Nc3_Qe2_Nf3","d5_Qxd5_Qe5+_Nc6_Qxe2+",0.996688741721854,"DEFENSE",-0.0398310274840962,"Equal",12720,0.75,3
12723,"SCANDINAVIAN DEFENSE",TRUE,80,"RESIGN","BLACK","BLITZ","e4","d5","e4_d3_dxe4_Qxd8+_Nc3","d5_dxe4_e6_Kxd8_Bb4",0.976377952755906,"DEFENSE",-0.0398310274840962,"Equal",12723,0.75,3
12725,"SCANDINAVIAN DEFENSE",TRUE,48,"OUTOFTIME","BLACK","BLITZ","e4","d5","e4_exd5_d4_Nc3_Bc4","d5_Nf6_Qxd5_Qa5_Bf5",0.902593965060879,"DEFENSE",-0.0398310274840962,"Equal",12725,0.75,3
12728,"SCANDINAVIAN DEFENSE",TRUE,34,"RESIGN","BLACK","BLITZ","e4","d5","e4_Nc3_Nd5_Nxf6+_Nf3","d5_d4_Nf6_gxf6_e5",1.00956937799043,"DEFENSE",-0.0398310274840962,"Equal",12728,0.75,3
12729,"SCANDINAVIAN DEFENSE",TRUE,81,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_d4_h3","d5_Qxd5_Qa5_c6_Nf6",0.934704830053667,"DEFENSE",-0.0398310274840962,"Equal",12729,0.75,3
12730,"SCANDINAVIAN DEFENSE",FALSE,51,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_Be2_Nf3","d5_Qxd5_Qa5_c6_e6",1.06382978723404,"DEFENSE",-0.0398310274840962,"Equal",12730,0.75,3
12731,"SCANDINAVIAN DEFENSE",TRUE,23,"MATE","WHITE","STANDARD","e4","d5","e4_exd5_Nc3_Nf3_d4","d5_Qxd5_Qd8_a6_h6",1.03376981392143,"DEFENSE",-0.0398310274840962,"Equal",12731,0.75,3
12732,"SCANDINAVIAN DEFENSE",TRUE,179,"MATE","WHITE","BLITZ","e4","d5","e4_exd5_Nf3_Be2_Nc3","d5_Qxd5_Qe4+_Bg4_Qe6",0.92674253200569,"DEFENSE",-0.0398310274840962,"Equal",12732,0.75,3
12733,"SCANDINAVIAN DEFENSE",FALSE,74,"RESIGN","WHITE","STANDARD","e4","d5","e4_exd5_Nc3_Be2_Nf3","d5_Qxd5_Qe5+_e6_Qa5",1.05697770437655,"DEFENSE",-0.0398310274840962,"Equal",12733,0.75,3
12737,"SCANDINAVIAN DEFENSE",TRUE,69,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_d4_Bd2","d5_Qxd5_Qa5_Nf6_c6",0.972768532526475,"DEFENSE",-0.0398310274840962,"Equal",12737,0.75,3
12738,"SCANDINAVIAN DEFENSE",TRUE,36,"MATE","BLACK","BLITZ","e4","d5","e4_exd5_Nc3_Be2_Nf3","d5_Qxd5_Qe6+_c5_b6",1.0952023988006,"DEFENSE",-0.0398310274840962,"Equal",12738,0.75,3
12739,"SCANDINAVIAN DEFENSE",TRUE,69,"RESIGN","WHITE","BLITZ","e4","d5","e4_e5_Nf3_d3_c3","d5_d4_a6_Nc6_e6",0.929438982070561,"DEFENSE",-0.0398310274840962,"Equal",12739,0.75,3
12740,"SCANDINAVIAN DEFENSE",TRUE,65,"OUTOFTIME","WHITE","BLITZ","e4","d5","e4_e5_Nf3_Bb5_Bxc6","d5_c5_Nc6_Bd7_Bxc6",0.906953476738369,"DEFENSE",-0.0398310274840962,"Equal",12740,0.75,3
12745,"SCANDINAVIAN DEFENSE",TRUE,20,"RESIGN","BLACK","BLITZ","e4","d5","e4_exd5_c4_Nc3_cxd5","d5_Nf6_e6_exd5_Nxd5",1.02282608695652,"DEFENSE",-0.0398310274840962,"Equal",12745,0.75,3
12747,"SCANDINAVIAN DEFENSE",TRUE,130,"OUTOFTIME","BLACK","BLITZ","e4","d5","e4_exd5_d4_Ne2_h3","d5_Qxd5_Qe4+_Bg4_Bxe2",1.03759942154736,"DEFENSE",-0.0398310274840962,"Equal",12747,0.75,3
12751,"SCANDINAVIAN DEFENSE",TRUE,25,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_d4_Nf3","d5_Qxd5_Qa5_c6_Nf6",0.908931698774081,"DEFENSE",-0.0398310274840962,"Equal",12751,0.75,3
12753,"SCANDINAVIAN DEFENSE",TRUE,48,"RESIGN","BLACK","STANDARD","e4","d5","e4_exd5_Nc3_Bb5+_Nf3","d5_Qxd5_Qd6_Nc6_Qc5",1.04467680608365,"DEFENSE",-0.0398310274840962,"Equal",12753,0.75,3
12754,"SCANDINAVIAN DEFENSE",TRUE,18,"RESIGN","BLACK","BLITZ","e4","d5","e4_exd5_dxc6_cxb7_Bb5+","d5_c6_g6_Bxb7_Nc6",1.01559688062388,"DEFENSE",-0.0398310274840962,"Equal",12754,0.75,3
12755,"SCANDINAVIAN DEFENSE",TRUE,55,"RESIGN","WHITE","BLITZ","e4","d5","e4_Qf3_d3_Qe3_Qd2","d5_Nf6_Bg4_d4_Nc6",0.924515235457064,"DEFENSE",-0.0398310274840962,"Equal",12755,0.75,3
12756,"SCANDINAVIAN DEFENSE",FALSE,57,"RESIGN","WHITE","STANDARD","e4","d5","e4_exd5_Nc3_Nf3_Bc4","d5_Qxd5_Qd8_Nf6_e6",1.0145661811273,"DEFENSE",-0.0398310274840962,"Equal",12756,0.75,3
12758,"SCANDINAVIAN DEFENSE",TRUE,31,"RESIGN","BLACK","BLITZ","e4","d5","e4_exd5_c4_dxe6_Nc3","d5_Nf6_e6_Bxe6_Nc6",1.02154308617234,"DEFENSE",-0.0398310274840962,"Equal",12758,0.75,3
12760,"SCANDINAVIAN DEFENSE",TRUE,82,"MATE","BLACK","BLITZ","e4","d5","e4_exd5_dxc6_Nc3_Nf3","d5_c6_Nxc6_Bf5_g6",0.961165048543689,"DEFENSE",-0.0398310274840962,"Equal",12760,0.75,3
12764,"SCANDINAVIAN DEFENSE",TRUE,58,"RESIGN","BLACK","BLITZ","e4","d5","e4_exd5_dxc6_Nf3_Nc3","d5_c6_Nxc6_e6_a6",0.964449541284404,"DEFENSE",-0.0398310274840962,"Equal",12764,0.75,3
12766,"SCANDINAVIAN DEFENSE",TRUE,121,"MATE","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_d3_Bd2","d5_Qxd5_Qa5_Nf6_c6",1.03833658219623,"DEFENSE",-0.0398310274840962,"Equal",12766,0.75,3
12767,"SCANDINAVIAN DEFENSE",TRUE,31,"RESIGN","BLACK","STANDARD","e4","d5","e4_d3_e5_Nh3_d4","d5_Nf6_Ng4_Nxe5_Nec6",1.09023255813953,"DEFENSE",-0.0398310274840962,"Equal",12767,0.75,3
12768,"SCANDINAVIAN DEFENSE",TRUE,11,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_Nge2_d4","d5_Qxd5_Qe5+_Nf6_Qe4",1.00689655172414,"DEFENSE",-0.0398310274840962,"Equal",12768,0.75,3
12769,"SCANDINAVIAN DEFENSE",TRUE,15,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_Be2_Nf3","d5_Qxd5_Qe5+_b6_Qc5",1.05924339757316,"DEFENSE",-0.0398310274840962,"Equal",12769,0.75,3
12770,"SCANDINAVIAN DEFENSE",TRUE,29,"MATE","WHITE","STANDARD","e4","d5","e4_exd5_Nc3_Bxc4_Bxe6","d5_Qxd5_Qc4_Be6_fxe6",1.05627009646302,"DEFENSE",-0.0398310274840962,"Equal",12770,0.75,3
12771,"SCANDINAVIAN DEFENSE",TRUE,31,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_Nf3_d4","d5_Qxd5_Qd8_f5_Nf6",0.993141289437586,"DEFENSE",-0.0398310274840962,"Equal",12771,0.75,3
12773,"SCANDINAVIAN DEFENSE",TRUE,105,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_h3_Bc4","d5_Qxd5_Qd8_Nf6_b6",1.01140456182473,"DEFENSE",-0.0398310274840962,"Equal",12773,0.75,3
12777,"SCANDINAVIAN DEFENSE",TRUE,37,"OUTOFTIME","WHITE","BLITZ","e4","d5","e4_f3_fxe4_e5_d4","d5_dxe4_Nf6_Ng4_Nc6",1.09894921190893,"DEFENSE",-0.0398310274840962,"Equal",12777,0.75,3
12778,"SCANDINAVIAN DEFENSE",TRUE,44,"RESIGN","BLACK","BLITZ","e4","d5","e4_exd5_c4_dxc6_b3","d5_Nf6_c6_Nxc6_e5",1.02493224932249,"DEFENSE",-0.0398310274840962,"Equal",12778,0.75,3
12780,"SCANDINAVIAN DEFENSE",TRUE,2,"OUTOFTIME","BLACK","BULLET","e4","d5","e4____","d5____",0.918475852902082,"DEFENSE",-0.0398310274840962,"Equal",12780,0.75,3
12781,"SCANDINAVIAN DEFENSE",FALSE,67,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_d4_Bc4","d5_Qxd5_Qd8_c6_Bf5",1.08998875140607,"DEFENSE",-0.0398310274840962,"Equal",12781,0.75,3
12784,"SCANDINAVIAN DEFENSE",FALSE,27,"OUTOFTIME","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_g3_Bg2","d5_Qxd5_Qd8_Nf6_c6",1,"DEFENSE",-0.0398310274840962,"Equal",12784,0.75,3
12785,"SCANDINAVIAN DEFENSE",FALSE,78,"RESIGN","BLACK","BLITZ","e4","d5","e4_exd5_Nc3_Be2_d4","d5_Qxd5_Qe5+_Nf6_Qd6",0.923116883116883,"DEFENSE",-0.0398310274840962,"Equal",12785,0.75,3
12790,"SCANDINAVIAN DEFENSE",TRUE,109,"MATE","WHITE","BLITZ","e4","d5","e4_exd5_Nf3_Be2_Nc3","d5_Qxd5_Qe4+_Nc6_Qe6",1.0199539524175,"DEFENSE",-0.0398310274840962,"Equal",12790,0.75,3
12791,"SCANDINAVIAN DEFENSE",TRUE,28,"MATE","BLACK","BLITZ","e4","d5","e4_Qe2_Qb5+_Qxd5_Bb5","d5_e5_Nc6_Qf6_Ne7",1,"DEFENSE",-0.0398310274840962,"Equal",12791,0.75,3
12792,"SCANDINAVIAN DEFENSE",TRUE,66,"OUTOFTIME","BLACK","STANDARD","e4","d5","e4_exd5_d4_dxe6_Nf3","d5_Nf6_e6_Bxe6_Nbd7",0.905627198124267,"DEFENSE",-0.0398310274840962,"Equal",12792,0.75,3
12793,"SCANDINAVIAN DEFENSE",TRUE,26,"RESIGN","BLACK","BLITZ","e4","d5","e4_exd5_Nf3_Bc4_Bxd5","d5_Nf6_Nxd5_Nc6_Qxd5",1.03761348897536,"DEFENSE",-0.0398310274840962,"Equal",12793,0.75,3
12794,"SCANDINAVIAN DEFENSE",TRUE,59,"MATE","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_d4_Nf3","d5_Qxd5_Qd8_e6_c6",0.983069361004915,"DEFENSE",-0.0398310274840962,"Equal",12794,0.75,3
12796,"SCANDINAVIAN DEFENSE",TRUE,54,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_dxc6_Nf3_Bb5","d5_c6_Nxc6_Nf6_Bd7",1.02506963788301,"DEFENSE",-0.0398310274840962,"Equal",12796,0.75,3
12797,"SCANDINAVIAN DEFENSE",TRUE,116,"MATE","BLACK","BLITZ","e4","d5","e4_e5_c3_Bb5_Nf3","d5_c5_Nc6_Qc7_Bg4",1.05193951347797,"DEFENSE",-0.0398310274840962,"Equal",12797,0.75,3
12800,"SCANDINAVIAN DEFENSE",TRUE,62,"MATE","BLACK","BLITZ","e4","d5","e4_exd5_Bc4_Bxd5_Qf3","d5_Nf6_Nxd5_Qxd5_Qxf3",1.04950495049505,"DEFENSE",-0.0398310274840962,"Equal",12800,0.75,3
12806,"SCANDINAVIAN DEFENSE",TRUE,48,"RESIGN","BLACK","BLITZ","e4","d5","e4_Nc3_Nd5_Bd3_exd5","d5_d4_Nf6_Nxd5_Qxd5",0.98805340829234,"DEFENSE",-0.0398310274840962,"Equal",12806,0.75,3
12811,"SCANDINAVIAN DEFENSE",FALSE,123,"MATE","WHITE","STANDARD","e4","d5","e4_Bd3_Qxg4_Qf5_Nc3","d5_Bg4_Nf6_Qd6_Qe6",0.928,"DEFENSE",-0.0398310274840962,"Equal",12811,0.75,3
12813,"SCANDINAVIAN DEFENSE",TRUE,87,"OUTOFTIME","WHITE","BLITZ","e4","d5","e4_exd5_d4_f4_Ne2","d5_Qxd5_Nf6_Qe4+_Bg4",1.0423968343697,"DEFENSE",-0.0398310274840962,"Equal",12813,0.75,3
12814,"SCANDINAVIAN DEFENSE",TRUE,48,"RESIGN","BLACK","STANDARD","e4","d5","e4_exd5_Nc3_Qe2_d4","d5_Qxd5_Qe5+_Qf5_b6",1.09577464788732,"DEFENSE",-0.0398310274840962,"Equal",12814,0.75,3
12815,"SCANDINAVIAN DEFENSE",FALSE,45,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_b4_Rb1","d5_Qxd5_Qa5_Qxb4_Qd6",1.0785,"DEFENSE",-0.0398310274840962,"Equal",12815,0.75,3
12824,"SCANDINAVIAN DEFENSE",TRUE,66,"RESIGN","BLACK","BLITZ","e4","d5","e4_Nc3_Nxe4_Nf3_Ng3","d5_dxe4_Nd7_Ngf6_g6",0.908410391897842,"DEFENSE",-0.0398310274840962,"Equal",12824,0.75,3
12826,"SCANDINAVIAN DEFENSE",TRUE,82,"RESIGN","BLACK","BLITZ","e4","d5","e4_exd5_d4_Nf3_Be2","d5_Nf6_Bg4_Qxd5_Nc6",0.992647058823529,"DEFENSE",-0.0398310274840962,"Equal",12826,0.75,3
12829,"SCANDINAVIAN DEFENSE",TRUE,42,"RESIGN","BLACK","BLITZ","e4","d5","e4_exd5_Nc3_Nf3_d4","d5_Qxd5_Qd8_Bg4_Nf6",1.06281227694504,"DEFENSE",-0.0398310274840962,"Equal",12829,0.75,3
12830,"SCANDINAVIAN DEFENSE",FALSE,41,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_d4_d5","d5_Qxd5_Qa5_e5_Bb4",1.05648957632818,"DEFENSE",-0.0398310274840962,"Equal",12830,0.75,3
12831,"SCANDINAVIAN DEFENSE",FALSE,36,"RESIGN","BLACK","STANDARD","e4","d5","e4_exd5_Nc3_Nf3_d3","d5_Qxd5_Qa5_Bf5_c6",0.958594730238394,"DEFENSE",-0.0398310274840962,"Equal",12831,0.75,3
12837,"SCANDINAVIAN DEFENSE",FALSE,97,"RESIGN","WHITE","STANDARD","e4","d5","e4_exd5_Nc3_Bc4_Nf3","d5_Qxd5_Qa5_Nc6_Bg4",0.952227589908749,"DEFENSE",-0.0398310274840962,"Equal",12837,0.75,3
12838,"SCANDINAVIAN DEFENSE",TRUE,145,"MATE","WHITE","STANDARD","e4","d5","e4_exd5_Nc3_d4_Nf3","d5_Qxd5_Qa5_Nf6_Bf5",0.998968008255934,"DEFENSE",-0.0398310274840962,"Equal",12838,0.75,3
12840,"SCANDINAVIAN DEFENSE",TRUE,53,"RESIGN","WHITE","BLITZ","e4","d5","e4_e5_d4_Bd3_Qxd3","d5_Bf5_Nd7_Bxd3_c5",1.00832870627429,"DEFENSE",-0.0398310274840962,"Equal",12840,0.75,3
12841,"SCANDINAVIAN DEFENSE",TRUE,105,"MATE","WHITE","STANDARD","e4","d5","e4_Qh5_Qxe5+_Qxd5_Qd4","d5_e5_Qe7_c6_c5",1.03094983991462,"DEFENSE",-0.0398310274840962,"Equal",12841,0.75,3
12847,"SCANDINAVIAN DEFENSE",TRUE,132,"RESIGN","BLACK","BLITZ","e4","d5","e4_e5_d4_Nf3_Bb5","d5_c5_cxd4_Nc6_Bd7",0.959919839679359,"DEFENSE",-0.0398310274840962,"Equal",12847,0.75,3
12848,"SCANDINAVIAN DEFENSE",FALSE,86,"RESIGN","BLACK","BLITZ","e4","d5","e4_exd5_Nc3_d4_Nf3","d5_Qxd5_Qd8_e6_Nf6",0.92188919164396,"DEFENSE",-0.0398310274840962,"Equal",12848,0.75,3
12851,"SCANDINAVIAN DEFENSE",TRUE,21,"RESIGN","BLACK","BLITZ","e4","d5","e4_e5_d4_Qxd4_Qa4","d5_c5_cxd4_Nc6_Bd7",0.935444579780755,"DEFENSE",-0.0398310274840962,"Equal",12851,0.75,3
12852,"SCANDINAVIAN DEFENSE",TRUE,79,"MATE","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_d4_Nf3","d5_Qxd5_Qa5_c6_Nf6",1.08338332333533,"DEFENSE",-0.0398310274840962,"Equal",12852,0.75,3
12853,"SCANDINAVIAN DEFENSE",FALSE,23,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_Nxd5_Nf3","d5_Nf6_Nxd5_Qxd5_Bg4",0.908443540183113,"DEFENSE",-0.0398310274840962,"Equal",12853,0.75,3
