X,P21,rated,turns,victory_status,winner,pace_type,W1,B1,W_First5,B_First5,Rating_WB,opening_strategy,op_name,rating_bins,ID_unit,Prob,Stratum
13938,QUEEN'S PAWN GAME,TRUE,121,MATE,WHITE,BLITZ,Nf3,d5,Nf3_d4_a3_Nc3_Bf4,d5_Nf6_Nc6_a6_e6,1.044108381,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13310,0.75,1
13939,QUEEN'S GAMBIT DECLINED,TRUE,50,RESIGN,WHITE,BLITZ,d4,d5,d4_c4_Nf3_Nbd2_cxd5,d5_e6_Bb4+_Nf6_Nxd5,1.216352201,NO_DEFENSE,QUEEN'S GAMBIT DECLINED,Equal,13311,0.75,1
13940,QUEEN'S PAWN GAME,TRUE,45,MATE,WHITE,BLITZ,d4,d5,d4_Nf3_Nbd2_c3_Qa4,d5_Bg4_Nc6_h6_a6,1.036024845,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13312,0.75,1
13941,MODERN DEFENSE,TRUE,45,RESIGN,WHITE,BLITZ,e4,g6,e4_Bc4_Nc3_d4_e5,g6_e6_Be7_Nf6_Nd5,1.036105738,DEFENSE,MODERN DEFENSE,Equal,13313,0.75,1
13942,PHILIDOR DEFENSE,TRUE,26,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_Nc3_h3,e5_d6_Nc6_Bg4_Bxf3,1.018193225,DEFENSE,PHILIDOR DEFENSE,Equal,13314,0.75,1
13944,PHILIDOR DEFENSE,TRUE,70,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Bc4_Nc3_d3,e5_d6_Be7_Nf6_O-O,0.958762887,DEFENSE,PHILIDOR DEFENSE,Equal,13316,0.75,1
13948,SCANDINAVIAN DEFENSE,TRUE,72,RESIGN,BLACK,BLITZ,e4,d5,e4_e5_d4_h3_Nc3,d5_h5_h4_c6_Bf5,0.919560185,DEFENSE,SCANDINAVIAN DEFENSE,Equal,13320,0.75,1
13950,QUEEN'S GAMBIT DECLINED,TRUE,33,MATE,WHITE,BLITZ,d4,d5,d4_c4_Nf3_Nc3_Bf4,d5_e6_Nf6_Nc6_Bb4,1.157296273,NO_DEFENSE,QUEEN'S GAMBIT DECLINED,Equal,13322,0.75,1
13951,BISHOP'S OPENING,TRUE,85,RESIGN,WHITE,BLITZ,e4,e5,e4_Bc4_Qf3_h3_d3,e5_d6_Nf6_h6_Be7,1.09245283,NO_DEFENSE,BISHOP'S OPENING,Equal,13323,0.75,1
13952,FRENCH DEFENSE,TRUE,45,MATE,WHITE,BLITZ,e4,e6,e4_Nf3_e5_h3_d4,e6_Nf6_Ng4_Nh6_Nf5,1.071339174,DEFENSE,FRENCH DEFENSE,Equal,13324,0.75,1
13953,FRENCH DEFENSE,TRUE,102,OUTOFTIME,BLACK,BLITZ,e4,e6,e4_d4_Nf3_e5_c3,e6_c6_d5_c5_Qb6,0.933405522,DEFENSE,FRENCH DEFENSE,Equal,13325,0.75,1
13955,SICILIAN DEFENSE,TRUE,80,OUTOFTIME,BLACK,BLITZ,e4,c5,e4_Nf3_d4_Nxd4_Nf3,c5_Nc6_cxd4_e5_Bc5,0.92606383,DEFENSE,SICILIAN DEFENSE,Equal,13327,0.75,1
13956,SICILIAN DEFENSE,TRUE,25,MATE,WHITE,BLITZ,e4,c5,e4_f4_Nf3_Bb5+_Bxd7+,c5_e6_d6_Bd7_Nxd7,1.07208238,DEFENSE,SICILIAN DEFENSE,Equal,13328,0.75,1
13957,ITALIAN GAME,TRUE,12,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_Nxe5_Ng4,e5_Nc6_Nd4_Qg5_d5,0.968595041,NO_DEFENSE,ITALIAN GAME,Equal,13329,0.75,1
13958,SICILIAN DEFENSE,TRUE,56,MATE,BLACK,BLITZ,e4,c5,e4_Nf3_d4_Nxd4_Nc3,c5_d6_cxd4_Nf6_a6,1.056798623,DEFENSE,SICILIAN DEFENSE,Equal,13330,0.75,1
13961,SICILIAN DEFENSE,TRUE,75,MATE,WHITE,BLITZ,e4,c5,e4_Nc3_g3_Bg2_d3,c5_e6_d6_Nc6_g6,1.064553314,DEFENSE,SICILIAN DEFENSE,Equal,13332,0.75,1
13962,QUEEN'S PAWN GAME,TRUE,33,RESIGN,WHITE,BLITZ,d4,e6,d4_e4_c3_Bd3_Ne2,e6_c5_Nf6_Nc6_Qb6,1.07114171,DEFENSE,QUEEN'S PAWN GAME,Equal,13333,0.75,1
13965,INDIAN GAME,TRUE,17,RESIGN,BLACK,BLITZ,d4,e6,d4_c4_Bg5_d5_b3,e6_Nf6_c5_Qb6_Be7,1.051073709,NO_DEFENSE,INDIAN GAME,Equal,13336,0.75,1
13967,QUEEN'S PAWN GAME,TRUE,41,RESIGN,WHITE,BLITZ,Nc3,d5,Nc3_d4_Nf3_Bf4_Nb5,d5_Bf5_h6_Nd7_Rc8,1.047619048,DEFENSE,QUEEN'S PAWN GAME,Equal,13338,0.75,1
13968,KING'S PAWN GAME,TRUE,37,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_d4_Bg5_Bc4,e5_Qf6_exd4_Qb6_Qb4+,0.929956897,DEFENSE,KING'S PAWN GAME,Equal,13339,0.75,1
13969,SCANDINAVIAN DEFENSE,TRUE,73,MATE,WHITE,BLITZ,e4,d5,e4_exd5_Nc3_Bc4_Nf3,d5_Qxd5_Qd8_e6_a6,0.94214876,DEFENSE,SCANDINAVIAN DEFENSE,Equal,13340,0.75,1
13970,ITALIAN GAME,TRUE,110,OUTOFTIME,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_O-O_Re1,e5_Nc6_h6_Nf6_Be7,0.946064942,DEFENSE,ITALIAN GAME,Equal,13341,0.75,1
13971,SICILIAN DEFENSE,TRUE,41,RESIGN,WHITE,BLITZ,e4,c5,e4_Nf3_d4_Nxd4_Nc3,c5_d6_cxd4_Nf6_a6,1.04626952,DEFENSE,SICILIAN DEFENSE,Equal,13342,0.75,1
13973,SICILIAN DEFENSE,TRUE,44,MATE,BLACK,BLITZ,e4,c5,e4_Nf3_d4_Nxd4_Nc3,c5_d6_cxd4_Nf6_a6,1.061429415,DEFENSE,SICILIAN DEFENSE,Equal,13344,0.75,1
13975,ROBATSCH (MODERN) DEFENSE,TRUE,49,MATE,WHITE,BLITZ,e4,g6,e4_d4_Nf3_e5_Nbd2,g6_Bg7_Nf6_Ng8_e6,0.882072977,DEFENSE,OTHER,Equal,13345,0.75,1
13977,INDIAN GAME,TRUE,83,MATE,WHITE,BLITZ,d4,e6,d4_c4_Bg5_d5_Bxf6,e6_Nf6_c5_Qb6_gxf6,1.070581257,NO_DEFENSE,INDIAN GAME,Equal,13347,0.75,1
13978,SICILIAN DEFENSE,TRUE,52,MATE,BLACK,BLITZ,e4,c5,e4_Nf3_d4_Nxd4_Nc3,c5_d6_cxd4_Nf6_a6,0.93598234,DEFENSE,SICILIAN DEFENSE,Equal,13348,0.75,1
13979,RUSSIAN GAME,TRUE,26,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_Nxe5_Bxf7+,e5_Nf6_Nxe4_Qe7_Kd8,0.905851064,NO_DEFENSE,RUSSIAN GAME,Equal,13349,0.75,1
13980,SICILIAN DEFENSE,TRUE,82,OUTOFTIME,BLACK,BLITZ,e4,c5,e4_Nf3_d4_Nxd4_Nc3,c5_d6_cxd4_Nf6_a6,1.124330756,DEFENSE,SICILIAN DEFENSE,Equal,13350,0.75,1
13981,NIMZOWITSCH DEFENSE,TRUE,80,OUTOFTIME,BLACK,BLITZ,e4,d6,e4_d4_Nf3_Bd3_d5,d6_Nc6_f6_e5_Nce7,0.923497268,DEFENSE,NIMZOWITSCH DEFENSE,Equal,13351,0.75,1
13982,SICILIAN DEFENSE,TRUE,37,RESIGN,WHITE,BLITZ,e4,c5,e4_Nf3_d4_Nxd4_Nc3,c5_d6_cxd4_Nf6_e6,1.072352941,DEFENSE,SICILIAN DEFENSE,Equal,13352,0.75,1
13983,PIRC DEFENSE,TRUE,47,OUTOFTIME,WHITE,BLITZ,e4,d6,e4_Bc4_Qh5_Qf3_Qb3,d6_e5_g6_Nf6_d5,1.124337065,DEFENSE,PIRC DEFENSE,Equal,13353,0.75,1
13984,PHILIDOR DEFENSE,TRUE,42,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_d3_Nc3,e5_d6_Be7_Nf6_c6,0.895428271,DEFENSE,PHILIDOR DEFENSE,Equal,13354,0.75,1
13985,SICILIAN DEFENSE,TRUE,71,OUTOFTIME,WHITE,BLITZ,e4,c5,e4_Nf3_d3_Be3_c3,c5_d6_Nc6_g6_Bg7,1.091753775,DEFENSE,SICILIAN DEFENSE,Equal,13355,0.75,1
13988,SICILIAN DEFENSE,TRUE,43,RESIGN,WHITE,STANDARD,e4,c5,e4_Nf3_Nc3_Bc4_d3,c5_d6_Nf6_e6_a6,1.018181818,DEFENSE,SICILIAN DEFENSE,Equal,13358,0.75,1
13989,PHILIDOR DEFENSE,TRUE,41,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_Nc3_h3,e5_d6_h6_Nf6_Nc6,0.977422907,DEFENSE,PHILIDOR DEFENSE,Equal,13359,0.75,1
13990,HORWITZ DEFENSE,TRUE,69,OUTOFTIME,WHITE,BLITZ,d4,e6,d4_Nc3_Bf4_Nf3_dxc5,e6_Nf6_d5_c5_Bxc5,1.007250418,DEFENSE,HORWITZ DEFENSE,Equal,13360,0.75,1
13991,PHILIDOR DEFENSE,FALSE,41,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_O-O_Nc3,e5_d6_Be7_Nf6_O-O,0.923397603,DEFENSE,PHILIDOR DEFENSE,Equal,13361,0.75,1
13992,SICILIAN DEFENSE,TRUE,73,RESIGN,WHITE,BLITZ,e4,c5,e4_Nf3_Bb5+_Nc3_Bc4,c5_d6_Bd7_a6_b5,1.050363738,DEFENSE,SICILIAN DEFENSE,Equal,13362,0.75,1
13993,SICILIAN DEFENSE,TRUE,31,RESIGN,WHITE,BLITZ,e4,c5,e4_Nf3_d4_Bc4_Qxd4,c5_d6_cxd4_e6_Bd7,1.046034387,DEFENSE,SICILIAN DEFENSE,Equal,13363,0.75,1
13994,QUEEN'S INDIAN DEFENSE,TRUE,37,RESIGN,WHITE,BLITZ,d4,Nf6,d4_Nf3_c4_Bg5_e3,Nf6_e6_b6_Be7_h6,0.950273224,DEFENSE,OTHER,Equal,13364,0.75,1
13995,ROBATSCH (MODERN) DEFENSE,TRUE,84,OUTOFTIME,BLACK,BLITZ,e4,g6,e4_d4_Nf3_b3_Nbd2,g6_Bg7_e6_Ne7_c5,0.989316239,DEFENSE,OTHER,Equal,13365,0.75,1
13996,SICILIAN DEFENSE,TRUE,57,MATE,WHITE,BLITZ,e4,c5,e4_f4_Bc4_Nf3_c3,c5_d6_e6_Nc6_Na5,0.991475759,DEFENSE,SICILIAN DEFENSE,Equal,13366,0.75,1
13997,ITALIAN GAME,TRUE,56,OUTOFTIME,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_c3_d4,e5_Nc6_Bc5_Nf6_exd4,1.027868852,NO_DEFENSE,ITALIAN GAME,Equal,13367,0.75,1
13998,ITALIAN GAME,TRUE,36,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_Bxf7+_Nxe5+,e5_Nc6_Nf6_Kxf7_Nxe5,0.839751553,DEFENSE,ITALIAN GAME,Equal,13368,0.75,1
13999,BLACKMAR-DIEMER GAMBIT DECLINED ,TRUE,87,MATE,WHITE,BLITZ,d4,d5,d4_e4_Nc3_f3_d5,d5_dxe4_Nf6_Nc6_e6,1.238425926,DEFENSE,OTHER,Equal,13369,0.75,1
14002,FRENCH DEFENSE,FALSE,41,RESIGN,WHITE,STANDARD,d4,d5,d4_e4_e5_c4_Qxd4,d5_e6_c5_cxd4_Ne7,1.084631009,DEFENSE,FRENCH DEFENSE,Equal,13372,0.75,1
14003,KING'S KNIGHT OPENING,FALSE,62,MATE,BLACK,STANDARD,e4,e5,e4_Nf3_g3_d3_Bg2,e5_Nc6_Nf6_Bc5_d6,0.843873518,NO_DEFENSE,KING'S KNIGHT OPENING,Equal,13373,0.75,1
14004,SICILIAN DEFENSE,FALSE,63,RESIGN,WHITE,STANDARD,e4,c5,e4_Nc3_Bc4_d3_a3,c5_d6_Nf6_g6_Bg7,1.18501171,DEFENSE,SICILIAN DEFENSE,Equal,13374,0.75,1
14006,QUEEN'S PAWN GAME,FALSE,68,RESIGN,BLACK,STANDARD,d4,d5,d4_Nf3_e3_Qxf3_Bd3,d5_Bg4_Bxf3_Nf6_c5,0.926247289,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13375,0.75,1
14007,SCOTCH GAME,FALSE,21,RESIGN,BLACK,STANDARD,e4,e5,e4_Nf3_d4_Nxd4_Nxc6,e5_Nc6_exd4_Qf6_Qxc6,1.138666667,NO_DEFENSE,SCOTCH GAME,Equal,13376,0.75,1
14008,INDIAN GAME,FALSE,64,RESIGN,WHITE,STANDARD,d4,Nf6,d4_c3_a3_b4_f3,Nf6_g6_Bg7_O-O_d5,0.904566745,NO_DEFENSE,INDIAN GAME,Equal,13377,0.75,1
14009,INDIAN GAME,FALSE,68,MATE,BLACK,STANDARD,d4,Nf6,d4_Nc3_d5_Bg5_e4,Nf6_g6_d6_Bg7_O-O,1,NO_DEFENSE,INDIAN GAME,Equal,13378,0.75,1
14011,QUEEN'S PAWN GAME,FALSE,61,MATE,WHITE,STANDARD,d4,d5,d4_Nf3_c3_cxd4_e3,d5_c5_cxd4_Bf5_Nc6,1.138666667,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13380,0.75,1
14012,SICILIAN DEFENSE,FALSE,8,RESIGN,BLACK,STANDARD,e4,c5,e4_Bb5_Ba4_Bb3_,c5_a6_b5_c4_,0.865339578,DEFENSE,SICILIAN DEFENSE,Equal,13381,0.75,1
14013,FRENCH DEFENSE,FALSE,45,RESIGN,WHITE,STANDARD,d4,e6,d4_e4_e5_Nf3_Nxd4,e6_d5_c5_cxd4_a6,1.083069119,DEFENSE,FRENCH DEFENSE,Equal,13382,0.75,1
14014,ENGLISH OPENING,FALSE,86,RESIGN,BLACK,STANDARD,Nf3,Nf6,Nf3_c4_b3_Bb2_g3,Nf6_g6_Bg7_O-O_b6,0.995901639,DEFENSE,ENGLISH OPENING,Equal,13383,0.75,1
14016,QUEEN'S PAWN GAME,FALSE,37,MATE,WHITE,STANDARD,d4,d5,d4_Nf3_e3_Bd2_Nbxd2,d5_e6_Bb4+_Bxd2+_Nf6,1.211347518,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13385,0.75,1
14017,SICILIAN DEFENSE,FALSE,45,RESIGN,WHITE,STANDARD,e4,c5,e4_Nh3_Bc4_gxh3_f3,c5_d6_Bxh3_Nf6_g6,0.779859485,DEFENSE,SICILIAN DEFENSE,Equal,13386,0.75,1
14019,QUEEN'S PAWN GAME,FALSE,84,RESIGN,BLACK,STANDARD,d4,d5,d4_Nf3_e3_c3_Bd3,d5_Nf6_c5_Nc6_Bg4,0.783486239,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13388,0.75,1
14022,ENGLISH OPENING,FALSE,91,RESIGN,WHITE,STANDARD,c4,Nf6,c4_Nc3_g3_Bg2_d3,Nf6_g6_Bg7_O-O_d6,1.144028103,DEFENSE,ENGLISH OPENING,Equal,13391,0.75,1
14024,QUEEN'S PAWN GAME,FALSE,45,RESIGN,WHITE,STANDARD,d4,Nf6,d4_Nf3_e3_Nbd2_c3,Nf6_d5_Bg4_Nc6_e5,1.023980815,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13393,0.75,1
14025,SICILIAN DEFENSE,FALSE,64,RESIGN,BLACK,STANDARD,e4,c5,e4_Nf3_Nc3_Bc4_O-O,c5_d6_Nf6_g6_Bg7,0.860655738,DEFENSE,SICILIAN DEFENSE,Equal,13394,0.75,1
14027,ZUKERTORT OPENING,FALSE,101,RESIGN,WHITE,STANDARD,Nf3,Nc6,Nf3_g3_d3_Nbd2_c3,Nc6_e5_Nf6_Bb4_Ba5,1.042735043,DEFENSE,ZUKERTORT OPENING,Equal,13396,0.75,1
14028,QUEEN'S PAWN GAME,FALSE,147,OUTOFTIME,WHITE,STANDARD,d4,d5,d4_Nf3_e3_Bd3_c3,d5_Nc6_Bf5_Bg4_e6,1.072864322,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13397,0.75,1
14029,KING'S PAWN GAME,TRUE,65,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_a3_Nc3_d4,e5_f6_g5_c6_Bd6,0.922611036,DEFENSE,KING'S PAWN GAME,Equal,13398,0.75,1
14030,KING'S GAMBIT DECLINED ,TRUE,90,OUTOFTIME,BLACK,BLITZ,e4,e5,e4_f4_Nf3_Bc4_d4,e5_Nc6_f6_exf4_Qe7,1.002711864,DEFENSE,OTHER,Equal,13399,0.75,1
14031,KING'S PAWN GAME,TRUE,61,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_d4_d5_Nxd4,e5_f6_Nc6_Nd4_exd4,0.898657718,DEFENSE,KING'S PAWN GAME,Equal,13400,0.75,1
14033,KING'S PAWN GAME,TRUE,44,MATE,BLACK,BLITZ,e4,e5,e4_Nf3_d4_d5_a3,e5_f6_Nc6_Nb4_Na6,0.971275885,DEFENSE,KING'S PAWN GAME,Equal,13402,0.75,1
14034,OLD BENONI DEFENSE,TRUE,39,RESIGN,WHITE,BLITZ,d4,c5,d4_d5_e4_Nc3_f3,c5_c4_Nf6_e6_Bb4,1.046413502,DEFENSE,OTHER,Equal,13403,0.75,1
14035,QUEEN'S PAWN OPENING,TRUE,43,RESIGN,WHITE,BLITZ,d4,d5,d4_Nc3_f3_g4_Nh3,d5_Nf6_h6_e6_Bd6,0.980079681,NO_DEFENSE,OTHER,Equal,13404,0.75,1
14036,QUEEN'S GAMBIT ACCEPTED,TRUE,62,RESIGN,BLACK,BLITZ,d4,d5,d4_c4_Nf3_Bf4_Bg3,d5_dxc4_f6_g5_h5,0.951634877,NO_DEFENSE,QUEEN'S GAMBIT ACCEPTED,Equal,13405,0.75,1
14037,QUEEN'S PAWN OPENING,TRUE,69,MATE,WHITE,BLITZ,d4,d5,d4_Nc3_f3_g4_Rb1,d5_Nf6_e6_Bb4_Bxc3+,1.091928251,NO_DEFENSE,OTHER,Equal,13406,0.75,1
14038,QUEEN'S PAWN GAME,TRUE,56,MATE,BLACK,BLITZ,d4,d5,d4_Nf3_e3_c3_Bb5,d5_f6_Nc6_g5_Rb8,0.938747419,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13407,0.75,1
14039,VAN GEET OPENING,TRUE,92,MATE,BLACK,BLITZ,d4,d5,d4_Nc3_e4_d5_Nxe4,d5_Nc6_dxe4_Nb4_Qxd5,1.008310249,NO_DEFENSE,OTHER,Equal,13408,0.75,1
14040,KING'S PAWN GAME,TRUE,68,MATE,BLACK,BLITZ,e4,e5,e4_d3_Nf3_c3_g4,e5_Nc6_f6_b5_g5,0.968188105,NO_DEFENSE,KING'S PAWN GAME,Equal,13409,0.75,1
14041,QUEEN'S PAWN OPENING,TRUE,65,RESIGN,WHITE,BLITZ,d4,d5,d4_Nc3_f3_g4_Bf4,d5_Nf6_h6_e6_Bb4,0.965679677,NO_DEFENSE,OTHER,Equal,13410,0.75,1
14043,QUEEN'S PAWN GAME,TRUE,51,MATE,WHITE,BLITZ,d4,d5,d4_Bf4_e3_c4_Nd2,d5_c5_e6_Qa5+_cxd4,1.04188097,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13412,0.75,1
14044,KING'S PAWN GAME,TRUE,90,MATE,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_d3_Nc3,e5_f6_g5_c6_b5,1.001421464,DEFENSE,KING'S PAWN GAME,Equal,13413,0.75,1
14047,SCANDINAVIAN DEFENSE,TRUE,54,MATE,BLACK,BLITZ,e4,d5,e4_e5_d4_c3_cxd4,d5_c5_Nc6_cxd4_e6,0.973537604,DEFENSE,SCANDINAVIAN DEFENSE,Equal,13416,0.75,1
14049,KING'S PAWN GAME,TRUE,118,MATE,BLACK,BLITZ,e4,e5,e4_Nf3_d4_Bc4_dxe5,e5_f6_d6_c6_fxe5,1.071428571,DEFENSE,KING'S PAWN GAME,Equal,13418,0.75,1
14051,QUEEN'S PAWN GAME,TRUE,46,MATE,BLACK,BLITZ,d4,d5,d4_e3_Nf3_c3_Be2,d5_Nc6_f6_g5_h5,0.972837741,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13420,0.75,1
14052,FRENCH DEFENSE,TRUE,19,MATE,WHITE,BLITZ,d4,e6,d4_e4_c3_e5_Nf3,e6_Bb4+_Bd6_Be7_f5,1.013868613,DEFENSE,FRENCH DEFENSE,Equal,13421,0.75,1
14053,ITALIAN GAME,TRUE,42,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_c3_d4,e5_Nc6_Nf6_Bc5_exd4,1.001450326,NO_DEFENSE,ITALIAN GAME,Equal,13422,0.75,1
14054,QUEEN'S PAWN GAME,TRUE,39,MATE,WHITE,BLITZ,d4,d5,d4_c3_f3_h4_g4,d5_Nf6_e6_g6_h5,0.989869754,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13423,0.75,1
14056,QUEEN'S PAWN GAME,TRUE,43,MATE,WHITE,BLITZ,d4,d5,d4_Nc3_Nf3_Bf4_Nxe4,d5_e6_Nf6_Ne4_dxe4,0.991176471,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13425,0.75,1
14057,KING'S PAWN GAME,TRUE,79,MATE,WHITE,BLITZ,e4,e5,e4_Qh5_Bc4_Qf3_d4,e5_d6_g6_Nh6_Bd7,0.992641648,NO_DEFENSE,KING'S PAWN GAME,Equal,13426,0.75,1
14058,VIENNA GAME,TRUE,103,MATE,WHITE,BLITZ,e4,e5,e4_Nc3_Bc4_a3_Ba2,e5_Nf6_c6_b5_a5,1.026105874,NO_DEFENSE,VIENNA GAME,Equal,13427,0.75,1
14059,QUEEN'S PAWN OPENING,TRUE,104,MATE,BLACK,BLITZ,d4,d5,d4_Nc3_f3_g4_h4,d5_Nf6_Bf5_Bg6_h6,0.9886121,NO_DEFENSE,OTHER,Equal,13428,0.75,1
14060,FRENCH DEFENSE,TRUE,78,MATE,BLACK,BLITZ,d4,e6,d4_e4_e5_c3_b4,e6_d5_Nc6_Be7_a6,0.925778661,DEFENSE,FRENCH DEFENSE,Equal,13429,0.75,1
14061,KING'S PAWN GAME,TRUE,67,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Nxe5_Qh5+_Qxe5+,e5_f6_fxe5_Ke7_Kf7,0.997849462,DEFENSE,KING'S PAWN GAME,Equal,13430,0.75,1
14062,KING'S PAWN GAME,TRUE,66,MATE,BLACK,BLITZ,e4,e5,e4_Qf3_Bc4_d3_Bg5,e5_Nf6_d6_Nc6_Nd4,1.024763292,NO_DEFENSE,KING'S PAWN GAME,Equal,13431,0.75,1
14064,KING'S PAWN GAME,TRUE,13,RESIGN,WHITE,BLITZ,e4,e5,e4_Qf3_Bc4_d3_Qg3,e5_Nf6_Bc5_O-O_Nh5,1.014388489,NO_DEFENSE,KING'S PAWN GAME,Equal,13433,0.75,1
14065,KING'S PAWN GAME,TRUE,18,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_h3_O-O,e5_f6_g5_h5_h4,1.021443888,DEFENSE,KING'S PAWN GAME,Equal,13434,0.75,1
14066,VAN'T KRUIJS OPENING,TRUE,38,MATE,BLACK,BLITZ,e3,d5,e3_c3_g3_Bg2_d3,d5_e5_Nf6_e4_Nc6,0.987778577,NO_DEFENSE,VAN'T KRUIJS OPENING,Equal,13435,0.75,1
14067,FRENCH DEFENSE,TRUE,68,MATE,BLACK,BLITZ,d4,e6,d4_e4_e5_Nc3_dxe5,e6_c6_d6_dxe5_Qh4,1.029347029,DEFENSE,FRENCH DEFENSE,Equal,13436,0.75,1
14068,QUEEN'S PAWN GAME,TRUE,38,RESIGN,BLACK,BLITZ,Nf3,d5,Nf3_d4_c4_e3_Nc3,d5_Nc6_e6_f6_a6,0.963726885,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13437,0.75,1
14069,KING'S GAMBIT ACCEPTED ,TRUE,74,RESIGN,BLACK,BLITZ,e4,e5,e4_f4_Nf3_d4_Bxf4,e5_exf4_Bc5_Bb6_Nf6,1.042105263,NO_DEFENSE,KING'S GAMBIT ACCEPTED ,Equal,13438,0.75,1
14071,SICILIAN DEFENSE,TRUE,27,RESIGN,BLACK,BLITZ,e4,c5,e4_Nf3_Bc4_O-O_Nc3,c5_d6_e6_Be7_Nf6,0.961690141,DEFENSE,SICILIAN DEFENSE,Equal,13440,0.75,1
14073,QUEEN'S INDIAN ACCELERATED,TRUE,48,RESIGN,WHITE,BLITZ,d4,Nf6,d4_c4_Nc3_Nf3_e3,Nf6_b6_Bb7_Na6_c5,1.100064558,NO_DEFENSE,OTHER,Equal,13442,0.75,1
14074,SCOTCH GAME,TRUE,76,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_d4_Nxd4_Qxd4,e5_Nc6_exd4_Nxd4_c5,1.010638298,NO_DEFENSE,SCOTCH GAME,Equal,13443,0.75,1
14075,CARO-KANN DEFENSE,TRUE,168,RESIGN,BLACK,BLITZ,e4,c6,e4_d4_exd5_Nf3_Bb5,c6_d5_cxd5_Nc6_a6,1.015485408,DEFENSE,CARO-KANN DEFENSE,Equal,13444,0.75,1
14076,QUEEN'S PAWN GAME,TRUE,46,RESIGN,BLACK,BLITZ,d4,f5,d4_Nc3_Bf4_Nf3_e3,f5_d5_c6_Nd7_e6,0.916979111,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13445,0.75,1
14077,QUEEN'S PAWN GAME,TRUE,114,MATE,BLACK,BLITZ,d4,d5,d4_e3_Nf3_Nxd4_Nxc6,d5_c5_cxd4_Nc6_bxc6,0.882180539,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,13446,0.75,1
14078,SCOTCH GAME,TRUE,32,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_d4_Bc4_Bf4,e5_Nc6_exd4_f6_g5,1.088149445,NO_DEFENSE,SCOTCH GAME,Equal,13447,0.75,1
14079,GIUOCO PIANO,TRUE,95,MATE,WHITE,BLITZ,e4,e5,e4_Bc4_Nf3_a3_Nc3,e5_Bc5_Nc6_h6_Nf6,0.789655172,NO_DEFENSE,GIUOCO PIANO,Equal,13448,0.75,1
14080,RUY LOPEZ,TRUE,55,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Bb5_Ba4_Bb3,e5_Nc6_a6_b5_Bc5,1.0755581,DEFENSE,RUY LOPEZ,Equal,13449,0.75,1
14081,QUEEN'S PAWN,TRUE,149,MATE,WHITE,BLITZ,d4,h6,d4_e4_Nf3_Nc3_Be2,h6_a6_d6_Bg4_Nf6,1.163551402,NO_DEFENSE,QUEEN'S PAWN,Equal,13450,0.75,1
14083,SCOTCH GAME,TRUE,30,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_d4_Bc4_c3,e5_Nc6_exd4_Bc5_dxc3,1.207155222,NO_DEFENSE,SCOTCH GAME,Equal,13452,0.75,1
14084,QUEEN'S GAMBIT REFUSED,TRUE,144,MATE,BLACK,BLITZ,d4,d5,d4_c4_cxd5_Nc3_Nf3,d5_Nf6_Qxd5_Qh5_e6,1.195904437,DEFENSE,QUEEN'S GAMBIT REFUSED,Equal,13453,0.75,1
